route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1577985,2773225,10027732250095483,101,101,0,
1577985,2773226,10027732260095483,101,101,0,
1577985,2773225,10127732250095483,101,101,0,
1577985,2773226,10127732260095483,101,101,0,
1577985,2773225,10227732250095483,101,101,0,
1577985,2773226,10227732260095483,101,101,0,
1577985,2773225,1027732250095483,101,101,0,
1577985,2773226,1027732260095483,101,101,0,
1577985,2773225,10327732250095483,101,101,0,
1577985,2773226,10327732260095483,101,101,0,
1577985,2773225,10427732250095483,101,101,0,
1577985,2773226,10427732260095483,101,101,0,
1577985,2773225,10527732250095483,101,101,0,
1577985,2773226,10527732260095483,101,101,0,
1577985,2773225,10627732250095483,101,101,0,
1577985,2773226,10627732260095483,101,101,0,
1577985,2773225,10727732250095483,101,101,0,
1577985,2773226,10727732260095483,101,101,0,
1577985,2773225,10827732250095483,101,101,0,
1577985,2773226,10827732260095483,101,101,0,
1577985,2773225,10927732250095483,101,101,0,
1577985,2773226,10927732260095483,101,101,0,
1577985,2773225,11027732250095483,101,101,0,
1577985,2773226,11027732260095483,101,101,0,
1577985,2773225,11127732250095483,101,101,0,
1577985,2773226,11127732260095483,101,101,0,
1577985,2773225,11227732250095483,101,101,0,
1577985,2773226,11227732260095483,101,101,0,
1577985,2773225,1127732250095483,101,101,0,
1577985,2773226,1127732260095483,101,101,0,
1577985,2773225,11327732250095483,101,101,0,
1577985,2773226,11327732260095483,101,101,0,
1577985,2773225,11427732250095483,101,101,0,
1577985,2773226,11427732260095483,101,101,0,
1577985,2773225,11527732250095483,101,101,0,
1577985,2773226,11527732260095483,101,101,0,
1577985,2773225,11627732250095483,101,101,0,
1577985,2773226,11627732260095483,101,101,0,
1577985,2773225,11727732250095483,101,101,0,
1577985,2773226,11727732260095483,101,101,0,
1577985,2773225,11827732250095483,101,101,0,
1577985,2773226,11827732260095483,101,101,0,
1577985,2773225,11927732250095483,101,101,0,
1577985,2773226,11927732260095483,101,101,0,
1577985,2773225,12027732250095483,101,101,0,
1577985,2773226,12027732260095483,101,101,0,
1577985,2773225,12127732250095483,101,101,0,
1577985,2773226,12127732260095483,101,101,0,
1577985,2773225,12227732250095483,101,101,0,
1577985,2773226,12227732260095483,101,101,0,
1577985,2773225,1227732250095483,101,101,0,
1577985,2773226,1227732260095483,101,101,0,
1577985,2773225,12327732250095483,101,101,0,
1577985,2773226,12327732260095483,101,101,0,
1577985,2773225,12427732250095483,101,101,0,
1577985,2773226,12427732260095483,101,101,0,
1577985,2773225,12527732250095483,101,101,0,
1577985,2773226,12527732260095483,101,101,0,
1577985,2773225,12627732250095483,101,101,0,
1577985,2773226,12627732260095483,101,101,0,
1577985,2773225,12727732250095483,101,101,0,
1577985,2773226,12727732260095483,101,101,0,
1577985,2773225,127732250095483,101,101,0,
1577985,2773226,127732260095483,101,101,0,
1577985,2773225,12827732250095483,101,101,0,
1577985,2773226,12827732260095483,101,101,0,
1577985,2773225,12927732250095483,101,101,0,
1577985,2773226,12927732260095483,101,101,0,
1577985,2773225,13027732250095483,101,101,0,
1577985,2773226,13027732260095483,101,101,0,
1577985,2773225,13127732250095483,101,101,0,
1577985,2773226,13127732260095483,101,101,0,
1577985,2773225,13227732250095483,101,101,0,
1577985,2773226,13227732260095483,101,101,0,
1577985,2773225,1327732250095483,101,101,0,
1577985,2773226,1327732260095483,101,101,0,
1577985,2773225,13327732250095483,101,101,0,
1577985,2773226,13327732260095483,101,101,0,
1577985,2773225,13427732250095483,101,101,0,
1577985,2773226,13427732260095483,101,101,0,
1577985,2773225,13527732250095483,101,101,0,
1577985,2773226,13527732260095483,101,101,0,
1577985,2773225,13627732250095483,101,101,0,
1577985,2773226,13627732260095483,101,101,0,
1577985,2773225,13727732250095483,101,101,0,
1577985,2773226,13727732260095483,101,101,0,
1577985,2773225,13827732250095483,101,101,0,
1577985,2773226,13827732260095483,101,101,0,
1577985,2773225,13927732250095483,101,101,0,
1577985,2773226,13927732260095483,101,101,0,
1577985,2773225,14027732250095483,101,101,0,
1577985,2773226,14027732260095483,101,101,0,
1577985,2773225,14127732250095483,101,101,0,
1577985,2773226,14127732260095483,101,101,0,
1577985,2773225,14227732250095483,101,101,0,
1577985,2773226,14227732260095483,101,101,0,
1577985,2773225,1427732250095483,101,101,0,
1577985,2773226,1427732260095483,101,101,0,
1577985,2773225,14327732250095483,101,101,0,
1577985,2773226,14327732260095483,101,101,0,
1577985,2773225,14427732250095483,101,101,0,
1577985,2773226,14427732260095483,101,101,0,
1577985,2773225,14527732250095483,101,101,0,
1577985,2773226,14527732260095483,101,101,0,
1577985,2773225,14627732250095483,101,101,0,
1577985,2773226,14627732260095483,101,101,0,
1577985,2773225,14727732250095483,101,101,0,
1577985,2773226,14727732260095483,101,101,0,
1577985,2773225,14827732250095483,101,101,0,
1577985,2773226,14827732260095483,101,101,0,
1577985,2773225,14927732250095483,101,101,0,
1577985,2773226,14927732260095483,101,101,0,
1577985,2773225,15027732250095483,101,101,0,
1577985,2773226,15027732260095483,101,101,0,
1577985,2773225,15127732250095483,101,101,0,
1577985,2773226,15127732260095483,101,101,0,
